小区名称,户型,面积,区域,楼层,朝向,单价（平方米）Y,建筑时间
尚泰里,2室2厅,108.18,长宁,高区/8层,朝南,89665,1997年建
凯欣豪园,1室2厅,57.82,长宁,高区/35层,朝南,103770,
西镇小区（长宁）,3室1厅,72.69,长宁,高区/7层,朝南,63282,1988年建
新泾四村,2室1厅,50.14,长宁,低区/6层,朝南,60829,1991年建
西郊紫薇花园,2室2厅,104.36,长宁,低区/10层,朝南北,107320,2016年建
龙柏花苑（公寓）,3室2厅,182.22,长宁,中区/13层,朝南,63110,1998年建
金象公寓,3室2厅,109.23,长宁,中区/8层,朝南北,75070,
西郊紫薇花园,4室2厅,175.22,长宁,低区/10层,朝南北,99874,
绿园四村,1室1厅,50.52,长宁,高区/6层,朝南,54433,1996年建
金色贝拉维,3室2厅,159.09,长宁,低区/18层,朝南北,100572,2007年建
红梅小区（长宁）,3室1厅,72.18,长宁,中区/6层,朝南,66500,1998年建
张泾小区,1室1厅,52.63,长宁,中区/6层,,60801,1998年建
通协小区,2室1厅,75.99,长宁,低区/6层,朝南,61587,2005年建
黄金豪园,4室2厅,184.25,长宁,高区/22层,朝南北,72184,
古北瑞仕花园,4室2厅,229.61,长宁,低区/33层,朝南北,87104,
碧夏小区,2室1厅,66.23,长宁,高区/6层,朝南,58885,
长宁路1600弄,2室0厅,54.1,长宁,中区/7层,朝南北,64695,1989年建
天申小区,2室1厅,79.15,长宁,高区/6层,朝南,57485,1997年建
新光小区,2室0厅,45.88,长宁,中区/5层,朝南北,71926,1988年建
华山花苑,2室2厅,79.36,长宁,中区/24层,朝东南,75604,1995年建
泰荣苑,3室2厅,133.37,长宁,低区/33层,朝西南,65981,
满庭芳花园（别墅）,4室2厅,171.1,长宁,地上3层,(进门) 南,73056,2000年建
仁恒河滨花园,4室2厅,242.84,长宁,中区/31层,朝西南,94712,
碧夏小区,2室1厅,65.29,长宁,高区/6层,朝南,58967,
里昂花园,2室2厅,128.47,长宁,低区/13层,朝东西,64606,
新天地河滨花园,3室2厅,143.19,长宁,低区/34层,朝南北,76821,
佳信都市花园（公寓）,3室2厅,133.59,长宁,低区/14层,朝东,67370,
新泾北苑,3室1厅,77.17,长宁,中区/6层,朝南,55721,2012年建
虹南小区,1室1厅,38.2,长宁,高区/6层,朝南,68062,1985年建
虹霞小区,1室1厅,41.04,长宁,低区/5层,朝南,64571,1988年建
镇宁路465弄,2室1厅,55.9,长宁,低区/6层,朝南,89445,1985年建
中星美华邨（公寓）,4室2厅,249.37,长宁,高区/36层,朝南,68131,2011年建
古北中央花园,4室2厅,295.78,长宁,中区/12层,朝南,87903,
邮局小区,2室0厅,47.45,长宁,中区/5层,朝南,82191,1982年建
天山怡景苑,3室2厅,147.3,长宁,低区/11层,朝南北,74677,2009年建
紫竹小区,2室1厅,52.82,长宁,高区/6层,朝南北,66262,1994年建
长宁88金廷,4室2厅,197.41,长宁,低区/35层,朝南北,96246,2011年建
虹桥小区,2室1厅,50.65,长宁,中区/5层,朝南北,72063,1982年建
虹康花苑,2室2厅,106.01,长宁,高区/11层,朝南北,70748,2000年建
路易凯旋宫,3室2厅,181.76,长宁,高区/31层,朝南北,75924,
路易凯旋宫,2室2厅,98.26,长宁,高区/25层,朝南,96682,
金菊小区,1室1厅,46.97,长宁,中区/6层,朝南北,68128,1994年建
瑞冬小区,1室1厅,41,长宁,高区/6层,朝南,58536,1994年建
华馨小区,1室1厅,38.6,长宁,中区/5层,朝南,72538,1987年建
凯欣豪园,3室2厅,148.94,长宁,高区/38层,朝南北,99368,
北顾小区,3室2厅,101.3,长宁,低区/6层,朝南,74037,2003年建
强生古北花园,3室2厅,161.4,长宁,高区/21层,朝南北,99132,
古北中央花园,5室3厅,353.57,长宁,低区/17层,朝南北,103232,
虹梅花苑,2室1厅,57,长宁,中区/6层,朝南,64912,1994年建
虹霞小区,1室0厅,33.23,长宁,中区/6层,朝南,74631,1988年建
张泾小区,1室1厅,52.55,长宁,高区/6层,朝南,57088,1998年建
天山五村（旧）,2室0厅,50,长宁,中区/6层,朝南北,80000,1982年建
安龙小区,2室1厅,56.73,长宁,中区/6层,朝南,76679,1993年建
淞虹公寓,1室1厅,52.09,长宁,低区/6层,朝南北,64311,1998年建
长江小区,1室1厅,33.4,长宁,中区/6层,朝南,83832,1986年建
玉屏小区,1室1厅,37.8,长宁,高区/7层,朝南,68783,1989年建
丁香公寓,2室1厅,79.8,长宁,低区/6层,朝南,112781,
新顺小区,2室1厅,48.64,长宁,低区/6层,朝南,78125,1986年建
江苏路499弄,1室1厅,41.27,长宁,高区/7层,朝南,72692,1996年建
延西小区,1室0厅,35.36,长宁,中区/6层,朝南,76357,1989年建
威宁小区,2室1厅,72.87,长宁,高区/6层,朝南,64498,1991年建
龙柏花苑（公寓）,2室2厅,153.87,长宁,低区/29层,朝东北,55241,1997年建
伊犁小区,2室0厅,53.08,长宁,中区/5层,朝南,69706,1980年建
虹储小区,2室1厅,53.35,长宁,高区/6层,朝南北,69353,1986年建
仙霞大郡,2室1厅,75.29,长宁,低区/6层,朝南,71722,2001年建
长顺路12号,2室1厅,54.9,长宁,低区/6层,朝南,76502,1981年建
番禺路385弄,2室0厅,56.4,长宁,低区/6层,朝南北,79787,1991年建
政宁小区,2室1厅,89.77,长宁,高区/20层,,83546,1994年建
仙逸小区,1室1厅,40.97,长宁,低区/6层,朝南,63461,1992年建
益健小区,1室0厅,36.14,长宁,中区/6层,朝南,78859,
新华路669弄,2室1厅,50.1,长宁,高区/6层,朝南北,81437,1982年建
虹日小区,2室1厅,49.16,长宁,中区/6层,朝南北,74247,1987年建
协泰中心,2室2厅,119.24,长宁,高区/29层,朝北,33210,
泰荣苑,3室2厅,132.96,长宁,高区/30层,朝西南,90252,
法华镇路315弄,1室1厅,36.6,长宁,高区/7层,朝南,73770,1992年建
新华公寓,3室2厅,128.84,长宁,中区/14层,朝南,76839,
仙逸小区,1室1厅,39.59,长宁,中区/6层,朝南,61884,1985年建
新世纪广场,2室2厅,153.13,长宁,高区/19层,朝东南,53875,
虹桥中园,3室2厅,141.56,长宁,高区/14层,朝,69935,
虹桥新城,2室2厅,124.84,长宁,高区/32层,朝南北,75296,
淞虹公寓,2室2厅,93.2,长宁,中区/12层,朝南,62231,
尚泰里,2室2厅,87.35,长宁,中区/29层,朝东北,83571,1997年建
科宁公寓,1室0厅,44.68,长宁,中区/24层,朝南,71620,1991年建
又一村（长宁）,1室1厅,53.26,长宁,高区/6层,朝南,79797,1990年建
铭晖西郊苑,2室2厅,91.63,长宁,低区/6层,朝南北,75302,
水霞小区,1室1厅,44.84,长宁,中区/6层,朝南,84745,1990年建
马赛花园,3室2厅,193.99,长宁,低区/17层,朝南,61858,1996年建
长发花园,3室2厅,135.3,长宁,中区/27层,朝南,70214,
广场大厦,3室2厅,142.39,长宁,中区/20层,朝南,75848,
怡乐公寓,2室2厅,94.71,长宁,高区/6层,朝南北,67363,1998年建
镇宁路465弄,2室1厅,52.73,长宁,中区/6层,朝南北,76806,1989年建
王子公寓,3室2厅,118.23,长宁,高区/8层,朝南,81028,1997年建
中星美华邨（公寓）,3室2厅,221.52,长宁,高区/36层,朝南,76742,2011年建
凯欣豪园,1室1厅,52.81,长宁,低区/36层,朝西北,102253,
水霞小区,1室1厅,43.69,长宁,低区/6层,朝南,78965,1987年建
西郊华庭,3室2厅,169.95,长宁,中区/2层,朝南北,81200,
沁秋小区,2室1厅,58.9,长宁,高区/6层,朝南北,67911,1995年建
新海小区（长宁）,2室1厅,53.63,长宁,高区/5层,朝南北,83908,1978年建
西郊华庭,4室2厅,225.71,长宁,低区/2层,朝南北,70887,
天山河畔花园,3室2厅,136.31,长宁,高区/24层,朝南北,95370,
新海小区（长宁）,2室1厅,51.83,长宁,低区/5层,朝南,94539,1978年建
虹桥机场新村,2室0厅,49.92,长宁,高区/5层,朝南北,54086,1984年建
水霞小区,2室1厅,54.42,长宁,中区/6层,朝南,82690,1988年建
新华公寓,2室1厅,86.65,长宁,低区/15层,朝南,71552,
华山丽苑,4室2厅,267.95,长宁,低区/36层,朝东南,85836,
强生古北花园,4室3厅,276.06,长宁,低区/26层,朝南北,105049,
天山怡景苑,3室2厅,133.72,长宁,低区/18层,朝南北,73287,
虹城公寓,1室1厅,61.8,长宁,高区/6层,朝南,59061,1990年建
虹桥城市花园（公寓）,3室2厅,153.49,长宁,高区/11层,朝南北,80787,
大金更小区,2室2厅,100.15,长宁,高区/7层,朝南,52920,1997年建
金龙大厦,3室2厅,134.48,长宁,高区/24层,朝南北,63206,
仁恒河滨花园,5室3厅,394.77,长宁,低区/30层,朝南北,84859,
城宁花苑,1室2厅,84.81,长宁,低区/22层,朝南,95507,
尚泰里,3室2厅,106.83,长宁,中区/29层,朝东北,74885,1997年建
皇朝别墅,2室2厅,102.51,长宁,低区/4层,朝南,66334,1997年建
鹿特丹花园,4室2厅,201.79,长宁,高区/10层,朝南北,59467,
广场大厦,4室2厅,184.16,长宁,中区/20层,朝西南,48870,
新安公寓,3室2厅,119.95,长宁,低区/13层,朝南,71529,
兰庭,3室3厅,391.26,长宁,高区/8层,朝南北,148239,
申亚新华府,3室2厅,139.28,长宁,低区/11层,朝南北,68207,
里昂花园,3室2厅,151.83,长宁,高区/13层,朝南,61252,
番禺路290弄10支弄,2室0厅,46.82,长宁,中区/5层,朝南,98248,1984年建
鹿特丹花园,4室2厅,183.19,长宁,高区/13层,朝南,62776,
华敏世纪广场,4室2厅,217.74,长宁,高区/26层,朝南,77156,
沁秋小区,1室1厅,42.97,长宁,低区/6层,朝南,62834,1995年建
钻石公寓,2室2厅,104.5,长宁,高区/6层,朝南,61722,1992年建
嘉利豪园,2室2厅,119.46,长宁,高区/17层,朝南北,69479,
虹旭小区,3室1厅,67.45,长宁,高区/6层,朝南北,62268,1990年建
河风丽景,3室2厅,166.39,长宁,低区/18层,,78129,
春天花园,3室2厅,142.01,长宁,高区/19层,朝南北,84501,
宁康小区,1室1厅,33.02,长宁,高区/6层,朝南北,78740,1990年建
古北中央花园,5室0厅,360.92,长宁,中区/17层,朝南,91433,
上城Uptown,4室2厅,182.37,长宁,低区/23层,朝南,82250,
浦江大厦,3室2厅,149.92,长宁,低区/34层,朝东南,80042,1997年建
嘉里华庭,4室2厅,237.84,长宁,中区/35层,朝南北,159771,
宝北小区,2室1厅,52,长宁,低区/6层,朝南,59615,1993年建
新时空国际商务广场,1室0厅,40.62,长宁,高区/30层,朝东,71393,
虹桥万博花园,1室1厅,67.89,长宁,低区/28层,朝南,100162,
北虹公寓（长宁）,2室2厅,89.45,长宁,中区/5层,朝南,62604,1999年建
古北国际广场,1室2厅,78.09,长宁,中区/32层,,94762,
新时空国际商务广场,1室0厅,40.61,长宁,高区/30层,朝西,54173,
凯欣豪园,2室2厅,103.84,长宁,高区/35层,朝南,120377,
嘉里华庭,3室2厅,175.35,长宁,中区/38层,朝南,119760,
三泾北宅小区,2室1厅,52.88,长宁,低区/7层,朝南北,85098,1987年建
圣约翰名邸,2室2厅,100.53,长宁,高区/28层,朝南北,94499,
上城Uptown,4室2厅,182.26,长宁,高区/23层,朝南北,82300,
花园大厦,3室2厅,137.99,长宁,低区/12层,朝南北,64497,1996年建
云阳花苑,2室2厅,93.01,长宁,中区/16层,朝西南,75260,
仙霞大郡,1室1厅,51.47,长宁,中区/6层,朝,69943,2001年建
香榭苑,4室2厅,165.23,长宁,低区/16层,朝南北,81704,
虹桥美爵酒店,1室1厅,59.94,长宁,高区/28层,朝南,41708,2006年建
虹桥小区,2室0厅,48,长宁,中区/5层,朝东,72916,1981年建
哈密路1801弄,2室1厅,84.02,长宁,中区/6层,朝,65460,
虹霞小区,2室1厅,50.85,长宁,高区/6层,朝南,72763,1987年建
新安小区,2室1厅,54.62,长宁,中区/5层,朝南,65909,1989年建
天诚花苑,2室2厅,94.12,长宁,中区/22层,朝南,76498,
畅园,4室2厅,190.13,长宁,高区/38层,朝,105191,
通协小区,2室2厅,103.23,长宁,低区/12层,朝南北,61028,2005年建
定威小区,1室1厅,53.43,长宁,高区/6层,朝南,59891,1999年建
天山怡景苑,2室2厅,107.17,长宁,高区/17层,朝南北,111971,
海富公寓,2室1厅,89.14,长宁,中区/24层,朝西南,72919,1998年建
嘉里华庭,2室2厅,137.05,长宁,低区/38层,朝南,94855,
新华路261弄,2室1厅,49.74,长宁,中区/6层,朝东南,90470,1982年建
仙逸小区,2室0厅,48.9,长宁,高区/6层,朝南,66462,1987年建
华丽家族古北花园,3室2厅,200.03,长宁,中区/12层,朝南北,97985,
安龙小区,3室1厅,84.86,长宁,高区/6层,朝南北,64223,1993年建
兰庭,4室2厅,380.14,长宁,高区/8层,朝南北,152575,
海厦小区,1室1厅,60.27,长宁,低区/8层,朝南,69686,
上城Uptown,1室2厅,52.93,长宁,中区/23层,朝南,132250,
皇家花园,3室2厅,136.41,长宁,高区/36层,朝南北,98966,2007年建
龙柏花苑（公寓）,5室2厅,288.17,长宁,高区/16层,朝南,68987,2002年建
新华世纪园,3室2厅,153.32,长宁,中区/20层,朝南北,88051,
笠园凯旋坊,3室2厅,161.25,长宁,高区/6层,朝南北,72434,1999年建
虹桥城市花园（公寓）,1室2厅,78.43,长宁,中区/8层,朝南北,121127,
笠园凯旋坊,2室2厅,123.98,长宁,高区/6层,朝南,74205,1999年建
虹桥中山广场,4室3厅,265.64,长宁,高区/39层,朝南,63996,
法华镇路720弄,2室0厅,42.29,长宁,低区/6层,朝南,86308,1984年建
春天花园,1室2厅,57.2,长宁,中区/28层,朝北,88286,
长新小区（长宁）,2室1厅,61.16,长宁,高区/6层,朝南,76030,1983年建
嘉里华庭,3室2厅,146.54,长宁,中区/38层,朝东南,100996,
西镇小区（长宁）,3室0厅,62.99,长宁,高区/7层,朝南北,66677,1988年建
广友小区,2室2厅,91.63,长宁,高区/6层,朝南北,61661,1993年建
交通公寓,2室1厅,59.6,长宁,中区/14层,朝南,83892,
古北路499号,3室2厅,99.05,长宁,高区/6层,朝东南,58556,1993年建
馨兰小区,2室1厅,66.31,长宁,高区/6层,朝南,54290,1997年建
凯欣豪园,2室1厅,60.88,长宁,高区/36层,朝东南,108409,
皇朝别墅,5室2厅,325.83,长宁,地上3层,(进门) 南北,72123,
古北嘉年华庭,1室1厅,69.42,长宁,中区/10层,朝南北,92048,2005年建
愚园公馆,2室2厅,126.8,长宁,高区/8层,朝南,109936,
汤臣怡园,4室2厅,201.68,长宁,高区/3层,朝南北,199325,2001年建
华山花苑,1室1厅,46.34,长宁,低区/24层,朝南,77686,1995年建
海逸公寓,5室3厅,223.68,长宁,高区/18层,朝南,59907,
鸿发苑,4室3厅,223.51,长宁,高区/21层,朝南北,79996,
里昂花园,2室2厅,156.75,长宁,中区/13层,朝西,60606,
龙柏花苑（别墅）,4室3厅,262.27,长宁,地上2层,(进门) 南,83883,1997年建
东诸安浜路75弄,1室0厅,31.41,长宁,中区/5层,,85959,1981年建
淮海世纪花苑,3室2厅,144.99,长宁,高区/12层,朝南北,96558,2002年建
三泾南宅,1室1厅,33.53,长宁,高区/7层,朝南,98419,1995年建
长宁88金廷,2室2厅,88.87,长宁,中区/31层,朝南北,110273,2011年建
新天地河滨花园,2室2厅,117.58,长宁,高区/30层,朝南,110563,
遵义路757弄,2室0厅,46.52,长宁,低区/6层,朝南北,70722,1991年建
虹园六村,2室1厅,60.21,长宁,高区/6层,朝东西,54808,1995年建
虹园八村,1室0厅,33.13,长宁,高区/6层,朝南,68216,1993年建
安顺路231弄,1室1厅,33.8,长宁,中区/6层,朝南,76923,1980年建
永馨小区,2室0厅,46.79,长宁,高区/6层,朝南北,74802,1993年建
宝北小区,2室0厅,45.6,长宁,中区/6层,朝南,63596,1990年建
遵义东大楼,2室1厅,66.57,长宁,高区/17层,朝南,69100,
东方剑桥,4室2厅,183.52,长宁,低区/36层,朝南,119877,
法华门大厦,3室2厅,124.11,长宁,低区/12层,朝南,87019,1997年建
里昂花园,3室2厅,153.65,长宁,中区/13层,朝南北,58574,
虹桥天都国际,1室1厅,51.22,长宁,高区/24层,朝南,50761,2006年建
虹康花苑,4室2厅,158.64,长宁,高区/5层,朝南北,63666,1999年建
华秀小区,1室1厅,40.34,长宁,高区/6层,朝南,76846,
凯欣豪园,2室1厅,72.62,长宁,中区/35层,朝西南,106031,
兴国大厦,2室2厅,83.17,长宁,中区/26层,朝东南,96188,
九九园,2室2厅,96.06,长宁,中区/22层,朝南北,83281,2002年建
金虹苑小区,3室2厅,112.55,长宁,低区/6层,朝南北,61306,1995年建
新泾五村,1室1厅,45.21,长宁,低区/6层,朝南,61933,1995年建
金虹苑小区,2室1厅,83.62,长宁,高区/6层,朝南北,58000,1995年建
西郊宝成花苑,4室2厅,224.56,长宁,低区/3层,朝南,83719,2001年建
古北嘉年华庭,1室1厅,69.79,长宁,高区/9层,朝南,93136,2005年建
朗诗虹桥绿郡（别墅）,5室2厅,325.39,长宁,地上8层,(进门) 南,86050,
虹康新苑,2室2厅,77.89,长宁,低区/6层,朝南,75105,2000年建
嘉阳公寓,2室2厅,103.96,长宁,中区/28层,朝北,72143,1998年建
绿园十二村,1室1厅,45.45,长宁,高区/6层,朝南,55005,1997年建
金虹苑小区,2室1厅,75.58,长宁,低区/6层,朝南,59539,1996年建
华松小区,2室1厅,79.69,长宁,低区/6层,朝南,58351,1995年建
绿园五村,2室1厅,62.34,长宁,高区/6层,朝南北,55341,1996年建
福泉路385弄,1室1厅,50.94,长宁,高区/6层,朝南,56929,1995年建
华松小区,2室1厅,74.89,长宁,低区/6层,朝南,53411,1995年建
新泾苑,3室2厅,126.01,长宁,高区/6层,朝南北,52376,2002年建
福泉路385弄,2室1厅,75,长宁,高区/6层,朝南,56666,1997年建
虹林新苑,2室2厅,114.55,长宁,低区/12层,朝,68092,1999年建
绿园十一村,3室2厅,101.85,长宁,高区/6层,朝南,45164,1998年建
龙庭公寓,3室2厅,143.09,长宁,中区/5层,朝南北,63596,1998年建
仁恒河滨花园,4室2厅,213.2,长宁,中区/21层,朝南北,88180,
仙逸小区,1室1厅,40.5,长宁,高区/6层,朝南,60493,1985年建
长顺路4号,2室0厅,56.6,长宁,高区/6层,朝南,63604,1981年建
长源小区,2室1厅,55.23,长宁,低区/6层,,83288,1995年建
五环大楼,2室1厅,71,长宁,低区/21层,朝南,62676,1993年建
宝石公寓,2室2厅,89.6,长宁,低区/6层,朝南,73660,
新泾四村,2室0厅,44.9,长宁,低区/6层,朝南北,65701,1993年建
虹日小区,3室1厅,47.56,长宁,低区/6层,朝南,71488,1988年建
碧云公寓,3室2厅,134.04,长宁,中区/18层,朝东南,88033,
古宋小区,1室1厅,45.61,长宁,低区/6层,朝南,78930,1989年建
天山二村,1室1厅,33.94,长宁,中区/5层,朝南,97230,
东诸安浜路158弄,1室0厅,37.09,长宁,中区/7层,朝南,78188,1989年建
中紫小区,2室1厅,69.71,长宁,高区/32层,朝西南,76029,1996年建
绿园一村,2室1厅,62.66,长宁,高区/6层,朝南,54261,1997年建
利星国际广场,2室1厅,71.57,长宁,中区/35层,朝南,92916,
锦明大厦,3室2厅,157.08,长宁,低区/28层,朝西北,52202,
虹桥小区,2室1厅,51.15,长宁,高区/6层,朝南北,63538,1981年建
长江小区,2室0厅,32.56,长宁,低区/6层,朝南,76167,1995年建
清宁小区,2室1厅,52.31,长宁,高区/7层,朝南,68820,1992年建
宣化小区,2室1厅,57.39,长宁,中区/6层,朝南,95835,1990年建
古北国际花园,4室2厅,198.18,长宁,低区/33层,朝南北,105964,
新顺小区,2室1厅,61.02,长宁,高区/6层,朝南,63913,1983年建
天山五村（旧）,2室1厅,62.12,长宁,中区/5层,朝南,80489,1977年建
